fecha_venta,id_producto,modelo,categoría,canal_venta,cliente,unidades,precio_unitario,monto_total
2024-05-12,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_8,4,36078,144312
2024-05-12,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_144,3,27549,82647
2024-05-12,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_22,1,33926,33926
2024-05-12,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Online,Cliente_183,1,44115,44115
2024-05-12,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_86,1,32735,32735
2024-05-12,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_186,2,17670,35340
2024-05-13,INF-008,Sweatpants Classic Grey,Inferior,Tienda Física,Cliente_16,2,37261,74522
2024-05-13,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_12,1,16741,16741
2024-05-13,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_132,4,26868,107472
2024-05-13,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Física,Cliente_190,3,37799,113397
2024-05-13,INF-008,Sweatpants Classic Grey,Inferior,Instagram,Cliente_76,2,36689,73378
2024-05-13,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_55,5,27303,136515
2024-05-13,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_140,5,35527,177635
2024-05-13,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_86,5,24741,123705
2024-05-14,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_84,3,27169,81507
2024-05-14,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_74,2,36490,72980
2024-05-14,INF-008,Sweatpants Classic Grey,Inferior,Tienda Física,Cliente_47,5,41777,208885
2024-05-14,CAL-013,Old Skool Black/White,Calzado,Instagram,Cliente_158,2,22441,44882
2024-05-15,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Instagram,Cliente_58,5,38231,191155
2024-05-15,ACC-019,Cinturón de lona con hebilla,Accesorios,TikTok Shop,Cliente_64,2,32862,65724
2024-05-15,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_119,1,22522,22522
2024-05-15,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_116,3,26996,80988
2024-05-15,CAL-011,Air Force 1 ‘07 Triple White,Calzado,TikTok Shop,Cliente_84,1,32460,32460
2024-05-16,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Física,Cliente_68,3,40996,122988
2024-05-17,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_93,3,41740,125220
2024-05-17,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_46,3,23409,70227
2024-05-17,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Online,Cliente_90,5,41762,208810
2024-05-17,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_118,1,39457,39457
2024-05-17,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_186,4,34423,137692
2024-05-17,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_179,2,34394,68788
2024-05-18,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_24,1,35068,35068
2024-05-18,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_37,3,31465,94395
2024-05-18,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_130,5,24891,124455
2024-05-18,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_200,3,35992,107976
2024-05-18,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_42,2,37602,75204
2024-05-18,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_85,2,19962,39924
2024-05-18,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_34,2,16464,32928
2024-05-19,INF-008,Sweatpants Classic Grey,Inferior,Tienda Física,Cliente_106,5,34614,173070
2024-05-19,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Física,Cliente_82,4,20095,80380
2024-05-19,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Física,Cliente_133,5,20803,104015
2024-05-20,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Online,Cliente_26,1,34407,34407
2024-05-20,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_2,1,33114,33114
2024-05-20,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Física,Cliente_185,1,24267,24267
2024-05-20,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Online,Cliente_135,5,31847,159235
2024-05-20,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_108,4,36832,147328
2024-05-21,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_198,5,22948,114740
2024-05-21,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Online,Cliente_160,2,22595,45190
2024-05-21,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_82,5,32202,161010
2024-05-21,INF-010,Biker Shorts Urban Black,Inferior,Tienda Online,Cliente_27,4,44087,176348
2024-05-21,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_123,5,25504,127520
2024-05-21,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Física,Cliente_97,3,20100,60300
2024-05-21,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_46,1,38750,38750
2024-05-22,CAL-013,Old Skool Black/White,Calzado,Tienda Física,Cliente_148,1,31260,31260
2024-05-22,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_58,2,19863,39726
2024-05-22,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_175,4,38729,154916
2024-05-22,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_44,3,33746,101238
2024-05-22,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_199,5,35001,175005
2024-05-22,CAL-013,Old Skool Black/White,Calzado,Instagram,Cliente_10,4,32349,129396
2024-05-22,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_79,5,33896,169480
2024-05-22,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_193,2,35163,70326
2024-05-23,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_123,3,42877,128631
2024-05-23,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_117,5,34644,173220
2024-05-23,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_64,5,27440,137200
2024-05-24,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Online,Cliente_178,2,18403,36806
2024-05-24,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_83,2,19520,39040
2024-05-24,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_94,5,21753,108765
2024-05-24,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_105,3,18066,54198
2024-05-25,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_13,5,32793,163965
2024-05-26,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Online,Cliente_51,2,34672,69344
2024-05-26,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_85,4,36597,146388
2024-05-27,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_3,3,24868,74604
2024-05-27,CAL-013,Old Skool Black/White,Calzado,Tienda Online,Cliente_103,4,31855,127420
2024-05-27,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_194,2,44238,88476
2024-05-27,CAL-013,Old Skool Black/White,Calzado,Instagram,Cliente_119,4,18289,73156
2024-05-27,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_132,5,23608,118040
2024-05-27,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_6,2,30859,61718
2024-05-27,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_34,5,23749,118745
2024-05-28,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_129,1,34112,34112
2024-05-28,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_12,4,35730,142920
2024-05-29,INF-010,Biker Shorts Urban Black,Inferior,Tienda Online,Cliente_10,4,24696,98784
2024-05-29,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_195,3,30824,92472
2024-05-29,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Instagram,Cliente_129,1,24498,24498
2024-05-29,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_151,2,37779,75558
2024-05-30,INF-010,Biker Shorts Urban Black,Inferior,TikTok Shop,Cliente_180,1,23265,23265
2024-05-30,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_162,4,37268,149072
2024-05-30,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Online,Cliente_68,5,37266,186330
2024-05-30,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Online,Cliente_141,2,31404,62808
2024-05-30,INF-008,Sweatpants Classic Grey,Inferior,Instagram,Cliente_52,3,38068,114204
2024-05-30,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_128,4,33672,134688
2024-05-30,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_102,5,33896,169480
2024-05-30,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_143,4,36318,145272
2024-05-31,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_119,4,32034,128136
2024-05-31,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_155,3,30315,90945
2024-05-31,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_90,5,32875,164375
2024-05-31,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_61,4,39074,156296
2024-05-31,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_151,1,43581,43581
2024-05-31,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_175,2,17390,34780
2024-05-31,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,TikTok Shop,Cliente_54,4,32454,129816
2024-06-01,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_56,1,31228,31228
2024-06-01,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_178,2,36710,73420
2024-06-02,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_123,5,42890,214450
2024-06-02,INF-010,Biker Shorts Urban Black,Inferior,TikTok Shop,Cliente_193,2,36471,72942
2024-06-02,SUP-002,Skateboarding Logo Hoodie,Superior,TikTok Shop,Cliente_126,2,44619,89238
2024-06-02,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_23,5,26423,132115
2024-06-02,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_98,5,26594,132970
2024-06-02,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_151,4,24659,98636
2024-06-02,INF-010,Biker Shorts Urban Black,Inferior,TikTok Shop,Cliente_90,4,39388,157552
2024-06-02,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_144,4,20737,82948
2024-06-03,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_64,2,28493,56986
2024-06-04,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_56,2,19801,39602
2024-06-04,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_187,3,26995,80985
2024-06-04,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Online,Cliente_97,5,43373,216865
2024-06-04,CAL-011,Air Force 1 ‘07 Triple White,Calzado,TikTok Shop,Cliente_4,2,19088,38176
2024-06-05,INF-008,Sweatpants Classic Grey,Inferior,TikTok Shop,Cliente_165,3,21612,64836
2024-06-05,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Física,Cliente_137,3,27837,83511
2024-06-05,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Online,Cliente_111,5,37304,186520
2024-06-05,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_189,2,21740,43480
2024-06-05,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_122,1,41348,41348
2024-06-05,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_173,3,29424,88272
2024-06-05,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_141,5,31142,155710
2024-06-06,SUP-002,Skateboarding Logo Hoodie,Superior,TikTok Shop,Cliente_167,2,24098,48196
2024-06-06,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_111,3,15735,47205
2024-06-06,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_105,4,32576,130304
2024-06-06,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_39,4,28433,113732
2024-06-06,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_174,1,15210,15210
2024-06-06,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_124,3,16706,50118
2024-06-06,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_198,3,20032,60096
2024-06-07,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_113,5,21401,107005
2024-06-07,INF-009,Track Pants “Streets”,Inferior,TikTok Shop,Cliente_148,1,28945,28945
2024-06-07,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_116,4,29215,116860
2024-06-08,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_108,3,34742,104226
2024-06-08,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_100,4,25603,102412
2024-06-08,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_98,5,36089,180445
2024-06-08,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_137,1,28405,28405
2024-06-09,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_198,4,44149,176596
2024-06-09,CAL-013,Old Skool Black/White,Calzado,Tienda Física,Cliente_57,2,17011,34022
2024-06-09,INF-010,Biker Shorts Urban Black,Inferior,Tienda Online,Cliente_37,3,19932,59796
2024-06-09,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_130,5,42182,210910
2024-06-09,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Física,Cliente_127,3,32276,96828
2024-06-09,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_59,4,43490,173960
2024-06-09,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,TikTok Shop,Cliente_104,5,44159,220795
2024-06-10,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_13,3,21461,64383
2024-06-10,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_191,2,25468,50936
2024-06-10,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Física,Cliente_113,3,23088,69264
2024-06-10,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_128,5,27921,139605
2024-06-10,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_85,5,21749,108745
2024-06-11,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_177,1,28977,28977
2024-06-11,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_143,2,27780,55560
2024-06-11,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_102,5,23394,116970
2024-06-11,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_194,3,16627,49881
2024-06-12,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_10,2,17140,34280
2024-06-12,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Física,Cliente_85,1,35825,35825
2024-06-13,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_180,3,44113,132339
2024-06-13,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_126,3,37429,112287
2024-06-14,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,TikTok Shop,Cliente_19,4,21309,85236
2024-06-14,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_17,5,20814,104070
2024-06-14,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_196,4,27144,108576
2024-06-14,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_166,4,24783,99132
2024-06-15,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_40,4,29867,119468
2024-06-16,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Online,Cliente_39,3,33917,101751
2024-06-16,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_156,2,22457,44914
2024-06-16,CAL-013,Old Skool Black/White,Calzado,Tienda Física,Cliente_121,5,26893,134465
2024-06-16,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_48,2,28610,57220
2024-06-16,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Física,Cliente_52,5,19507,97535
2024-06-16,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_17,2,31572,63144
2024-06-17,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_155,2,30139,60278
2024-06-17,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_108,1,43898,43898
2024-06-17,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_31,5,40648,203240
2024-06-17,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_60,4,33616,134464
2024-06-17,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_188,3,43849,131547
2024-06-17,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_99,1,44781,44781
2024-06-18,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_78,1,36534,36534
2024-06-18,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_155,5,34564,172820
2024-06-18,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_188,3,42375,127125
2024-06-18,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_24,5,29020,145100
2024-06-18,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_159,2,32034,64068
2024-06-19,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_179,1,26975,26975
2024-06-19,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Online,Cliente_96,3,25245,75735
2024-06-19,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_87,3,41096,123288
2024-06-19,SUP-002,Skateboarding Logo Hoodie,Superior,TikTok Shop,Cliente_174,5,22707,113535
2024-06-19,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_87,5,18903,94515
2024-06-19,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_77,3,36907,110721
2024-06-20,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_160,2,17472,34944
2024-06-20,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_160,4,43883,175532
2024-06-20,ACC-019,Cinturón de lona con hebilla,Accesorios,TikTok Shop,Cliente_125,1,34312,34312
2024-06-21,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_21,4,15196,60784
2024-06-21,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_158,2,20634,41268
2024-06-21,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_57,5,43821,219105
2024-06-22,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Instagram,Cliente_61,3,26070,78210
2024-06-22,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_81,4,26333,105332
2024-06-22,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Instagram,Cliente_130,4,24033,96132
2024-06-22,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Instagram,Cliente_53,1,34606,34606
2024-06-22,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_149,3,38113,114339
2024-06-23,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Instagram,Cliente_87,1,19639,19639
2024-06-24,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Online,Cliente_146,2,18640,37280
2024-06-24,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_103,3,21627,64881
2024-06-24,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_196,3,21066,63198
2024-06-24,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_51,5,22539,112695
2024-06-24,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_27,4,34119,136476
2024-06-24,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_116,2,41750,83500
2024-06-25,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_91,3,31547,94641
2024-06-25,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_29,1,31343,31343
2024-06-26,INF-008,Sweatpants Classic Grey,Inferior,Instagram,Cliente_176,3,32037,96111
2024-06-26,SUP-004,Classic Polo Black,Superior,TikTok Shop,Cliente_187,1,44176,44176
2024-06-26,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,TikTok Shop,Cliente_148,2,25906,51812
2024-06-26,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_146,3,40333,120999
2024-06-26,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_107,2,33942,67884
2024-06-27,INF-009,Track Pants “Streets”,Inferior,TikTok Shop,Cliente_139,3,22604,67812
2024-06-27,INF-010,Biker Shorts Urban Black,Inferior,TikTok Shop,Cliente_153,4,19760,79040
2024-06-27,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_136,2,41681,83362
2024-06-27,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Física,Cliente_39,5,33691,168455
2024-06-27,CAL-013,Old Skool Black/White,Calzado,Tienda Física,Cliente_51,3,44816,134448
2024-06-27,ACC-017,Crossbody Bag Mini Messenger,Accesorios,TikTok Shop,Cliente_3,1,17329,17329
2024-06-27,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_15,1,28516,28516
2024-06-28,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_26,5,36614,183070
2024-06-28,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_6,5,18051,90255
2024-06-28,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_10,2,28269,56538
2024-06-28,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_193,2,16166,32332
2024-06-28,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Física,Cliente_60,4,39978,159912
2024-06-29,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_10,2,37103,74206
2024-06-29,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_161,4,36023,144092
2024-06-30,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Online,Cliente_152,4,38813,155252
2024-07-01,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_156,5,33707,168535
2024-07-01,ACC-017,Crossbody Bag Mini Messenger,Accesorios,TikTok Shop,Cliente_104,2,15059,30118
2024-07-01,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_99,5,43590,217950
2024-07-01,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_16,5,44358,221790
2024-07-01,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_158,2,34482,68964
2024-07-01,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_149,4,30832,123328
2024-07-01,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_128,2,20424,40848
2024-07-02,SUP-002,Skateboarding Logo Hoodie,Superior,TikTok Shop,Cliente_69,4,19361,77444
2024-07-02,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_180,1,26972,26972
2024-07-03,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_81,3,41119,123357
2024-07-03,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Online,Cliente_10,1,39323,39323
2024-07-03,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_96,4,25695,102780
2024-07-03,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_178,5,30728,153640
2024-07-04,INF-008,Sweatpants Classic Grey,Inferior,TikTok Shop,Cliente_187,5,25362,126810
2024-07-04,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Física,Cliente_10,1,41384,41384
2024-07-04,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_20,3,29193,87579
2024-07-04,ACC-019,Cinturón de lona con hebilla,Accesorios,TikTok Shop,Cliente_200,2,15983,31966
2024-07-04,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Física,Cliente_92,1,28032,28032
2024-07-05,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Física,Cliente_37,3,40823,122469
2024-07-05,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_187,1,21832,21832
2024-07-05,CAL-013,Old Skool Black/White,Calzado,Tienda Online,Cliente_188,5,26339,131695
2024-07-05,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_53,4,28158,112632
2024-07-05,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Online,Cliente_91,1,26785,26785
2024-07-05,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_81,4,15816,63264
2024-07-05,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Online,Cliente_49,4,31051,124204
2024-07-05,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_88,3,24885,74655
2024-07-06,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_199,1,31172,31172
2024-07-06,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Física,Cliente_140,3,19806,59418
2024-07-06,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_141,1,28733,28733
2024-07-06,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_189,2,24389,48778
2024-07-06,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_19,2,42094,84188
2024-07-06,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Online,Cliente_150,3,23458,70374
2024-07-06,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_170,1,21616,21616
2024-07-06,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_50,2,22440,44880
